Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
33	0.129547704	0.59947234	-0.322149787	0.909047928	-1.216502375	-2.372021542	-1.40E-02	-1.394287305	1.524868998	-0.889662627	-0.396516927	1.193927074	0.240575507	0.04129757	0.254625484	1.820837256	-0.644769132	-1.846433761	-0.332621052	-2.55880565	0.372810422	6.63E-03	-1.406588647	-2.588629625	0.41965087	0.487899781	0.187550841	1.469382251	1.684084985	0.39699685	1.124145433	-1.777280614	-0.724984472	0.546785519	-0.223581008	-0.318873438	0.152698305	-0.322358215	-0.470040036	0.387150363	7.30E-02	-1.083396392	0.127334185	0.652007056	1.120566969	0.521023808	0.505477581	0.13320718	-0.787249467	0.831625392	0.801807193	1.414297587	0.913206129	0.504538702	-0.800126947	-0.576324051	0.706002082	0.233678778	1.076291863	8.25E-02	-0.726152104	0.146759305
34	0.723194305	1.135905418	-9.75E-03	1.268460282	-0.733977211	-1.677442854	1.28E-03	0.228699239	1.373271473	-8.31E-02	-2.527306986	0.430853383	0.169509737	0.396087706	0.237583089	0.145508924	-1.458286265	-0.669176577	-0.212205034	-1.287079529	-0.816718089	1.15802343	-1.528883545	-2.572780217	0.594420663	0.107443824	0.175116845	1.588486785	1.759133921	1.304070268	1.473429891	-2.140437346	-1.662998255	1.016940586	-9.72E-02	-0.984952497	0.747250786	-1.043792423	0.214449845	-0.167442788	-0.343454989	7.54E-03	0.382528709	0.143848704	1.037186361	0.26840972	0.99785055	0.879567464	-1.072784209	0.197023551	0.372588679	0.865234568	0.263885915	0.961299765	-0.689136567	-0.5670511	0.472872635	-1.149756622	0.355875935	0.514004432	-0.479052057	5.96E-03
35	-0.56827742	0.723176651	-0.627207694	-0.7559155	0.809395841	-0.419871166	-0.261533459	-0.436319996	-2.036251208	1.673155873	1.511248046	0.385326616	0.841123874	0.193299514	-0.421815207	-1.722261817	0.419549658	0.820776722	-0.721752324	0.334105398	0.902301764	1.887670123	0.895515835	0.14785074	1.008916655	-0.2821698	-0.173649658	1.642295791	1.631243724	1.611392045	1.156779057	-0.1095737	-0.142821381	1.323304239	-1.083936957	-0.895960517	1.545231271	-0.453846022	-0.374748868	-0.271067147	-1.340699997	0.262605168	-1.301575791	-0.43851123	-0.163906754	0.343243895	0.607893414	0.435522541	-0.826174015	0.598966629	0.11338375	0.655115929	0.139883255	-1.653958575	-0.666416447	-2.119723873	-0.397965655	-0.952761585	0.917809333	-1.877318793	-1.099988052	-0.940102745
36	0.786966701	0.573171695	-0.576472146	-6.70E-02	-1.881183935	-2.110529871	-4.90E-02	-1.574118623	0.53869675	-1.104114161	1.60420284	1.227161143	-1.382150187	-0.257762963	-0.154597776	0.66309405	0.762233948	-0.539712595	-1.210840652	-1.616836668	0.537788668	0.262921291	-0.515358533	-2.373599458	0.400132247	-0.216999843	-0.136301299	0.650096799	1.637005392	1.468601035	0.959636266	-0.270277548	0.305132503	-0.273041046	0.13883347	-0.716170629	4.13E-02	-0.327662017	-0.572291441	1.081749629	-1.109157434	-0.482072925	1.235770057	1.745887919	1.135744421	1.34423833	0.202371328	-0.385623885	7.48E-02	0.755551427	0.678245668	1.532192711	0.530140424	-1.591978804	-0.509936953	-1.683988287	-0.745081622	-4.37E-02	1.376785842	5.87E-02	-0.167566591	0.336048458
37	-1.338755573	-1.092858661	-1.620996771	-0.686385466	-0.616037114	-0.819317338	-0.184053865	-0.784534367	1.124714896	0.280958971	1.906677257	0.65929718	-0.517264567	-0.563558769	0.895641559	1.471177174	0.127191671	-1.621346458	-0.543637455	-0.618340722	-0.59522168	-1.100327566	0.778499179	-2.708648783	1.017843074	-1.074389055	-0.82243077	1.11065988	0.183577808	0.612270817	0.526151706	-0.2844056	1.570194197	0.783325676	-0.767176146	0.187421216	-0.827798809	1.136358067	-0.907980962	0.420066537	-0.550192196	-0.297493449	0.532612916	1.485186049	0.596145965	1.564878112	1.749031591	-0.843153631	-1.258164617	0.62618391	0.712703685	2.125441858	0.712086419	0.369098227	-0.307536686	-0.181036142	-0.14591829	-0.779613635	0.73770843	-0.994721244	-0.681879259	0.132071619
38	0.687234299	1.037057528	0.553844913	1.509095944	-1.253182343	-2.253784119	0.415471488	-0.266473352	1.088151223	-1.034959651	-1.144717623	1.045995136	0.421259963	0.74405712	0.261264961	0.897075067	-0.124510276	-0.583743917	-0.30750139	-2.118646281	0.793589679	1.046621785	-1.083411297	-2.047008211	1.031940393	-0.243630191	-3.77E-02	2.025717907	1.724803255	0.852283499	1.573050508	-1.607049502	-0.667478558	0.981733955	-7.79E-03	-0.898965209	1.080489986	-0.716812243	-0.230291986	0.238861393	-1.046446511	-0.651405994	0.183081744	0.289602226	1.071603025	5.51E-02	0.278966793	9.10E-02	-1.529909136	0.444400674	0.58404305	0.874522656	0.139533982	0.687435876	-1.249956093	-1.380084011	0.452636508	-1.342793644	0.339069221	-0.454491534	-0.870730066	-0.347094725
39	0.085269945	0.605150314	-0.581002715	0.376322782	-1.189863466	-0.599826106	-1.078354314	0.248934782	-0.511156725	0.368253605	0.21661885	1.249550253	-0.50477386	0.205893271	0.453503002	-2.638131575	-1.092745906	-1.181113668	-1.087768968	-0.428274902	6.07E-02	0.963965677	-2.574099852	-2.480602072	-0.556718997	-0.50525932	-0.341173481	-3.41E-03	0.997288278	0.471593733	1.426662112	4.71E-02	-0.35497597	0.103800589	0.483078184	-0.705512244	-1.319260921	-0.470994214	0.426201286	-0.188518427	-0.762020344	0.884597206	1.866816761	1.056264612	2.127426593	1.098148281	0.802630691	1.411871033	0.421264309	1.826316869	-1.93E-02	0.943642251	0.159253097	0.711110481	-0.342073242	0.374646045	-0.120267078	-1.407166029	7.26E-02	0.640253285	-0.80680062	0.664317485
40	0.085269945	0.605150314	-0.581002715	0.376322782	-1.189863466	-0.599826106	-1.078354314	0.248934782	-0.511156725	0.368253605	0.21661885	1.249550253	-0.50477386	0.205893271	0.453503002	-2.638131575	-1.092745906	-1.181113668	-1.087768968	-0.428274902	6.07E-02	0.963965677	-2.574099852	-2.480602072	-0.556718997	-0.50525932	-0.341173481	-3.41E-03	0.997288278	0.471593733	1.426662112	4.71E-02	-0.35497597	0.103800589	0.483078184	-0.705512244	-1.319260921	-0.470994214	0.426201286	-0.188518427	-0.762020344	0.884597206	1.866816761	1.056264612	2.127426593	1.098148281	0.802630691	1.411871033	0.421264309	1.826316869	-1.93E-02	0.943642251	0.159253097	0.711110481	-0.342073242	0.374646045	-0.120267078	-1.407166029	7.26E-02	0.640253285	-0.80680062	0.664317485
41	0.085269945	0.605150314	-0.581002715	0.376322782	-1.189863466	-0.599826106	-1.078354314	0.248934782	-0.511156725	0.368253605	0.21661885	1.249550253	-0.50477386	0.205893271	0.453503002	-2.638131575	-1.092745906	-1.181113668	-1.087768968	-0.428274902	6.07E-02	0.963965677	-2.574099852	-2.480602072	-0.556718997	-0.50525932	-0.341173481	-3.41E-03	0.997288278	0.471593733	1.426662112	4.71E-02	-0.35497597	0.103800589	0.483078184	-0.705512244	-1.319260921	-0.470994214	0.426201286	-0.188518427	-0.762020344	0.884597206	1.866816761	1.056264612	2.127426593	1.098148281	0.802630691	1.411871033	0.421264309	1.826316869	-1.93E-02	0.943642251	0.159253097	0.711110481	-0.342073242	0.374646045	-0.120267078	-1.407166029	7.26E-02	0.640253285	-0.80680062	0.664317485
42	0.085269945	0.605150314	-0.581002715	0.376322782	-1.189863466	-0.599826106	-1.078354314	0.248934782	-0.511156725	0.368253605	0.21661885	1.249550253	-0.50477386	0.205893271	0.453503002	-2.638131575	-1.092745906	-1.181113668	-1.087768968	-0.428274902	6.07E-02	0.963965677	-2.574099852	-2.480602072	-0.556718997	-0.50525932	-0.341173481	-3.41E-03	0.997288278	0.471593733	1.426662112	4.71E-02	-0.35497597	0.103800589	0.483078184	-0.705512244	-1.319260921	-0.470994214	0.426201286	-0.188518427	-0.762020344	0.884597206	1.866816761	1.056264612	2.127426593	1.098148281	0.802630691	1.411871033	0.421264309	1.826316869	-1.93E-02	0.943642251	0.159253097	0.711110481	-0.342073242	0.374646045	-0.120267078	-1.407166029	7.26E-02	0.640253285	-0.80680062	0.664317485
43	2.91E-02	-0.679154039	-2.223928267	-1.308105388	0.453574188	-1.085701786	-0.409178081	-1.341484661	1.477032949	-0.339989322	1.421113726	0.283095583	0.183089924	-0.279652023	0.683768428	0.277850613	0.792415573	-1.295946545	0.496225157	-0.1735614	-4.02E-02	-0.796390983	0.511329837	-2.707798555	1.376930359	-0.971047828	-0.719113942	1.021900851	0.157455582	0.798955929	0.572954475	-0.349200368	0.678717302	0.59226603	-0.981932487	0.785792914	-0.392273733	1.277005274	-0.799567064	0.870556032	-0.678197728	-0.524994441	0.538054583	1.598547465	0.330035551	1.953068722	1.748040533	-1.246989746	-1.389236573	0.195522661	0.158086417	2.119502322	0.789791616	8.99E-02	-0.582562494	-0.469928645	-0.643904349	-0.544776575	0.872986817	-1.421794987	-0.455202027	-0.282911444
44	0.121193017	1.199459637	-0.334339304	0.991584702	-0.984402464	-0.669238622	-0.439043158	7.02E-02	0.378310733	0.528532455	-0.764576272	1.490739787	-0.283046922	-7.96E-02	0.445033953	-0.213300348	-2.030099645	-1.375570677	-0.379595332	-1.417438453	0.39512674	0.66175975	-1.866035553	-3.387981309	-9.23E-03	6.43E-02	-0.500445817	1.259066707	1.532805796	0.585334295	1.666689735	-1.631922952	-1.185528192	0.403243592	0.39527273	-0.723259418	0.559757568	-0.761175492	-0.121324987	-0.14878599	0.100210304	0.769343911	1.140976267	0.405466793	1.445016117	0.507604158	0.44693315	1.402682154	-1.451909398	0.261851305	-0.696780485	0.592274747	1.04323201	1.416511922	-1.77E-02	-0.938126411	1.256379504	-0.517523436	-1.87E-02	0.543479626	-0.728618223	-0.405049354
45	0.156166039	0.576775424	-1.270918214	-0.978145079	-0.169716164	-0.513756932	-0.452315512	-0.80188209	-0.761798258	1.115948731	1.642985617	0.760426821	-0.648542748	-0.913481588	0.557691089	-1.655029628	-1.915522554	-2.315892119	-1.693882185	-0.118170823	0.778688204	1.293404177	-9.06E-02	-2.149476683	-0.327185718	-0.70410748	-0.736689384	0.333256494	1.431999831	1.066209956	0.915518247	-0.620471004	-0.29109554	0.240433704	-1.088902423	-1.102004607	0.256987519	-1.316007954	0.446646888	0.302394429	-1.234286765	0.529476264	1.162413908	0.615186145	1.70354286	1.477314569	1.153927326	1.156481522	1.019620691	0.274359323	0.858850506	0.691330759	0.102573845	0.512535809	0.717596773	0.346457238	-0.181781045	-1.605412098	-0.249830453	0.955192968	0.330577791	0.423963373
46	0.661977759	0.721117206	-0.458723084	0.399786355	-1.723329344	-1.839842297	0.514301059	-1.19225926	1.409568485	-0.371563585	2.263906787	1.647865498	-8.33E-02	-0.437117639	7.66E-02	0.601994378	1.023006676	-0.870291377	-0.494124134	-1.302673805	0.524606068	0.32459444	-1.045483984	-2.607147293	0.322018317	-8.36E-02	6.12E-02	0.910996051	1.411915535	1.770023619	0.769397389	-5.65E-02	0.734229354	0.485801681	0.218983363	-0.569854155	0.717258781	-0.829098624	-1.035104805	1.027911316	-0.677116807	-0.934783074	0.406395053	1.419303776	0.974593827	-0.158403954	0.261538016	-0.291867822	-0.134384188	0.827783095	0.305626118	1.410705222	1.53E-02	-1.503373513	-0.340403311	-1.989667294	-1.631101528	-0.761190936	0.483652122	-0.388072737	-0.723609392	-0.169915494
47	-0.359415538	-0.480060063	-1.752235587	-0.631708207	-0.191315226	-0.556037881	-0.279383034	-0.710640479	1.56651048	-0.183693486	1.956231502	0.306057529	0.323635231	0.125043206	0.953605841	1.089426753	0.316168627	-1.338236448	0.43048122	-0.367331447	6.42E-02	-0.607742822	1.304868901	-2.629701312	1.025960195	-0.534577127	-0.843779158	1.021232297	0.676628119	0.645110382	0.820673974	-0.458266871	0.259747351	0.916258108	-0.638985591	0.516574449	9.35E-03	1.139979993	-0.428841371	1.114463386	-0.811924383	-0.176904301	-0.646045824	1.265261443	0.250449469	1.616944901	1.327400921	-1.507129724	-1.523165965	0.205692726	-0.97277621	1.647305299	0.345115077	0.26473716	-1.829259963	-0.238255009	-1.528258072	-0.291197228	1.30591991	-1.952774656	-0.506126529	0.164785328
48	-0.635473075	0.697479318	-1.692925428	-1.256134677	-0.369119578	-1.02805492	-0.975651434	7.45E-02	-0.973783306	1.692938173	1.357372327	0.148775778	-0.214954591	-9.82E-02	-0.198507024	-1.209885701	-1.920108765	-0.717622558	-1.869674788	0.241596421	7.09E-02	1.432250058	-0.801196419	-2.008824084	-4.21E-02	0.316881527	0.309835997	0.888236255	2.117358696	1.801863919	1.032407862	0.274104751	-0.192956165	0.665546556	0.299818239	-0.511368084	0.453599258	-1.78E-02	0.231458182	-0.55833116	-1.520178222	0.343770032	0.794585769	1.011821668	2.362522738	0.739004114	0.810396648	1.599906484	-0.101415375	0.382447376	-0.277426976	0.3140794	-0.404332159	-0.265731761	-0.330783006	1.03E-03	-1.041451384	-1.706217241	0.616663346	0.833415004	-1.149767738	0.17349607
49	-0.287505691	1.719373574	2.77E-02	0.755214749	-7.29E-02	-0.570626508	-0.248541352	-0.362394863	1.995531424	0.616917239	-0.108197223	1.499002965	0.190319661	0.300987374	0.575818443	1.044712096	-2.206261557	-0.966410901	-0.489419526	-0.388806047	-0.297983562	0.77835461	-0.352513179	-1.91750126	1.35E-02	-1.245991372	-1.149761965	-0.373532277	0.603579983	0.506691602	0.749203705	-2.640784643	-2.109236379	-0.510666483	-0.203497176	-1.963928176	0.402101912	-2.361951463	0.239557926	-0.600871699	2.75E-02	0.44760241	1.434097886	0.60306807	1.157122308	-1.75E-02	0.680442506	0.781648088	-0.307046073	0.984744588	0.606528684	0.264366227	1.237014059	0.933847718	-0.619034658	0.051364669	0.603322644	-1.145112608	0.471124301	0.860860821	2.95E-02	0.325189815
50	0.44908747	-0.363309533	-1.041405377	-0.249048748	-0.735525107	-1.875455234	-0.172671484	0.114099111	-9.12E-02	-0.472636159	1.013453679	0.474626685	-0.456308283	-0.559534682	0.37587371	-0.166340561	-0.688881902	-1.448583502	-0.936619579	-0.945906666	1.801706451	0.188629943	-1.11239089	-3.228326081	0.692165436	-0.691188783	-0.167379038	0.980087763	1.466745298	2.007872698	2.485422463	-0.810136068	-0.198203645	0.757097344	-4.79E-02	6.80E-02	-0.59716731	0.760103111	-0.389909148	0.299632464	-0.420767017	-0.685744033	0.889423112	1.22181332	1.179920121	1.426965332	1.364802062	-0.202646835	-0.89481098	0.652405197	0.645469424	1.064241185	0.784233946	-0.157386079	-0.270389296	-0.896657961	-0.970853242	-1.110765267	1.33046472	-0.456302929	-0.428500313	-0.553562883
51	0.44908747	-0.363309533	-1.041405377	-0.249048748	-0.735525107	-1.875455234	-0.172671484	0.114099111	-9.12E-02	-0.472636159	1.013453679	0.474626685	-0.456308283	-0.559534682	0.37587371	-0.166340561	-0.688881902	-1.448583502	-0.936619579	-0.945906666	1.801706451	0.188629943	-1.11239089	-3.228326081	0.692165436	-0.691188783	-0.167379038	0.980087763	1.466745298	2.007872698	2.485422463	-0.810136068	-0.198203645	0.757097344	-4.79E-02	6.80E-02	-0.59716731	0.760103111	-0.389909148	0.299632464	-0.420767017	-0.685744033	0.889423112	1.22181332	1.179920121	1.426965332	1.364802062	-0.202646835	-0.89481098	0.652405197	0.645469424	1.064241185	0.784233946	-0.157386079	-0.270389296	-0.896657961	-0.970853242	-1.110765267	1.33046472	-0.456302929	-0.428500313	-0.553562883
52	0.44908747	-0.363309533	-1.041405377	-0.249048748	-0.735525107	-1.875455234	-0.172671484	0.114099111	-9.12E-02	-0.472636159	1.013453679	0.474626685	-0.456308283	-0.559534682	0.37587371	-0.166340561	-0.688881902	-1.448583502	-0.936619579	-0.945906666	1.801706451	0.188629943	-1.11239089	-3.228326081	0.692165436	-0.691188783	-0.167379038	0.980087763	1.466745298	2.007872698	2.485422463	-0.810136068	-0.198203645	0.757097344	-4.79E-02	6.80E-02	-0.59716731	0.760103111	-0.389909148	0.299632464	-0.420767017	-0.685744033	0.889423112	1.22181332	1.179920121	1.426965332	1.364802062	-0.202646835	-0.89481098	0.652405197	0.645469424	1.064241185	0.784233946	-0.157386079	-0.270389296	-0.896657961	-0.970853242	-1.110765267	1.33046472	-0.456302929	-0.428500313	-0.553562883
53	0.44908747	-0.363309533	-1.041405377	-0.249048748	-0.735525107	-1.875455234	-0.172671484	0.114099111	-9.12E-02	-0.472636159	1.013453679	0.474626685	-0.456308283	-0.559534682	0.37587371	-0.166340561	-0.688881902	-1.448583502	-0.936619579	-0.945906666	1.801706451	0.188629943	-1.11239089	-3.228326081	0.692165436	-0.691188783	-0.167379038	0.980087763	1.466745298	2.007872698	2.485422463	-0.810136068	-0.198203645	0.757097344	-4.79E-02	6.80E-02	-0.59716731	0.760103111	-0.389909148	0.299632464	-0.420767017	-0.685744033	0.889423112	1.22181332	1.179920121	1.426965332	1.364802062	-0.202646835	-0.89481098	0.652405197	0.645469424	1.064241185	0.784233946	-0.157386079	-0.270389296	-0.896657961	-0.970853242	-1.110765267	1.33046472	-0.456302929	-0.428500313	-0.553562883
54	-0.710587731	-0.161900295	-1.709853211	-1.587231949	0.411207006	-1.647919791	-0.141293551	-1.57910707	-1.319750782	0.756275239	2.514985467	0.242389332	-0.386245349	-0.284259407	-0.239849864	0.367360744	-1.132828735	-1.945507793	-1.196703115	-0.50451031	-0.216019414	0.230565871	0.342763745	-2.145292098	1.001366411	-0.127703148	0.430583563	1.479646365	2.095081442	1.684162007	1.220728537	-0.289508915	0.30432927	0.770268603	-0.214241304	-0.499007404	1.205309593	0.263352721	-4.52E-02	0.823857354	-1.097988699	-1.137697597	0.745979946	1.016306051	1.662125705	0.777316568	1.339951864	-0.116467413	-0.384700719	0.58250764	0.11845438	0.327523128	5.63E-02	-0.496370356	-0.325051198	-0.605097197	-0.774877336	-0.611719734	1.334173691	8.74E-02	-0.425065751	-0.132700886
55	-0.161414863	0.891683197	-0.975624206	0.39698001	-1.200573614	-1.47373502	-0.110908696	-0.938223876	0.429131283	-0.379681274	-1.460388489	0.87740496	-0.796794804	-6.42E-02	1.075418138	0.757781337	-1.785010714	-1.436041809	-1.226136843	-1.694289446	1.428925846	0.786985339	-0.71214829	-2.586663227	0.691375312	-0.334107724	-0.329067082	0.699354769	1.122688901	0.7603314	2.119921604	-1.049993494	-1.619131209	0.414385994	0.245973403	-1.15032679	-0.501975418	-0.92156732	0.537197233	-0.563839991	0.425886077	0.142497908	1.102161247	0.224465362	1.673881659	-0.057303777	0.992917758	0.711072984	-0.754324682	1.156256934	0.609841499	0.977672932	1.46695303	1.116740952	-0.631029287	-0.571332156	-0.123854591	0.059067033	1.223061484	0.257605042	-0.232997571	0.467038174
56	-0.634553277	0.591801966	-2.973630475	-0.986804374	-0.195317945	-0.356256103	-0.718223976	0.627928265	0.454708058	0.370796247	0.169872028	0.53887401	-6.72E-02	0.131644745	0.642064864	-0.34147659	-1.268451079	-0.70763604	-0.335225795	0.227828843	-0.358921014	0.142783845	0.600554107	-2.8654229	1.316371278	-1.103524193	-0.991365408	0.420286124	-0.198695993	0.948279314	0.596325315	-0.178200493	0.46140335	0.197648578	-0.157966056	1.153854336	-2.393297781	-9.40E-02	0.328016598	0.113942904	-0.516112844	0.831474754	1.544083395	0.912076535	1.293547712	1.689925976	0.746342273	0.970812183	-0.692777632	0.748645741	-0.390375602	1.730516974	0.384976817	1.010202071	-0.235948165	0.139544529	-1.871318474	-2.118417563	0.231202537	-0.370228548	0.24270552	0.610329412
57	-1.630758257	-0.227175398	-1.639174391	-0.571189994	-0.536046131	-0.882244597	-1.32E-02	-0.669930863	0.481641061	0.241341413	0.297760897	-0.222422185	-0.465658368	-1.596114564	0.424796298	-1.27914884	-0.308969739	-0.606976342	-6.88E-04	-0.344571112	0.296928811	-0.52841632	0.890695992	-3.133998539	1.096218236	-1.676675806	-0.944528405	-0.285773418	0.711516583	1.051238317	1.731973447	0.859043816	0.882798709	0.917329266	-0.452591177	0.877436608	-0.252207922	0.474844815	-0.424677951	-0.307231052	-1.062631417	0.55906543	1.290350826	1.718770103	0.91863514	1.723188094	1.773281511	0.902916583	-1.078855088	0.036507435	0.95345412	1.148551217	0.315499192	0.100371629	-0.622504591	-0.113133398	0.109282206	-2.040515215	1.150637742	-0.541463186	0.371464592	0.151964953
58	-0.599569313	0.41104763	-1.684020573	-1.56012237	-0.791371468	-1.743668082	-0.313323151	-1.213661447	-0.626524701	0.687131158	1.811238279	0.258824675	0.455000166	0.308281013	-0.346575241	0.728059644	-0.548415868	-1.957405045	-1.363775206	-1.050618592	0.202268731	0.844998416	-0.18737341	-2.845856696	0.572210027	-0.116904056	7.43E-02	0.903497141	2.234950253	1.589633092	0.924542879	2.09E-02	9.96E-02	0.681757997	-0.714071518	-0.904095571	1.136186448	-0.602125485	-0.043423804	0.801344793	-1.299932438	-0.952624465	0.934362415	1.283460703	1.918902131	0.522544073	1.515204104	0.215827271	9.37E-02	1.010585979	0.180491277	0.81115493	-0.390431182	-0.718105173	0.105810265	-0.124841826	-0.29586934	-0.746213837	0.513793501	0.151800436	-0.566149654	0.30369284
59	1.363352103	1.087143585	-1.164540218	-0.277012175	-1.632028135	-1.329677821	-1.728508192	-0.516512492	-5.18E-03	-0.409853025	-8.49E-02	1.004081092	-0.400926809	-0.579973444	-8.28E-02	0.639659399	-1.218229288	-1.055620856	-1.011324034	-1.434498752	-0.57820297	0.875528371	-1.544292598	-1.929441681	-0.934312868	-0.960998143	-0.701746778	0.892546587	1.367963278	-1.017333404	0.948687512	-0.902332182	-0.722444167	0.291442618	0.452057687	-1.440496177	0.492006817	-1.813804652	1.07077831	0.222550173	1.105279395	0.810455365	1.128969354	-0.658314589	1.693662614	-0.210744372	0.629534513	1.562578505	0.413063264	0.824250023	-7.50E-02	0.725509929	0.899773979	1.343378752	0.697506657	0.631097302	1.572978179	0.252829558	7.38E-02	0.938011918	-0.431192325	0.841626896
